clients_id;policies_id;effective_date;status;clients_name;email;risk_level;type;coverage_amount;premium;agents_id;agents_name;agents_region
911;45;2025/01/25;Pending;Karen Smith;williamseric@example.net;Medium;Auto;10319;437;14;Michael Hall;Arkansas
2960;145;2025/01/31;Approved;John Rivera;cbrooks@example.com;Low;Life;130649;367;88;Thomas Crawford;Indiana
308;169;2025/01/18;Rejected;David Dominguez;alisonpowell@example.com;Low;Life;870931;325;53;Susan Hernandez;Georgia
2820;181;2025/02/13;Pending;Michael Black;lauraadkins@example.net;Low;Home;688656;409;91;Crystal Oconnor;Kentucky
176;46;2025/01/16;Pending;Christina Harper;pchang@example.org;Medium;Home;403673;191;3;Joseph Fuller;Missouri
2951;133;2025/02/21;Approved;Ashley Rowe;fmartin@example.org;High;Life;241299;292;47;Angela Gibson;Minnesota
2979;31;2025/01/25;Approved;Dr. Mariah Gaines;ggarza@example.org;High;Auto;391814;495;4;Krista Oliver;Maryland
1852;123;2025/01/03;Rejected;Jennifer Evans DDS;robertgarcia@example.net;Low;Life;738677;319;6;George Mendoza;New Jersey
1573;78;2025/02/11;Rejected;Gina Stevenson DVM;jmartin@example.net;Medium;Life;233269;138;98;Kim Williams;Maryland
1718;182;2025/02/03;Pending;David Nguyen;nelsonholly@example.net;Low;Life;270417;227;13;Anthony Bailey;Kansas
1265;21;2025/01/08;Pending;Charles Cole;zkirby@example.com;Medium;Life;435093;299;14;Michael Hall;Arkansas
1401;50;2025/01/20;Rejected;Rachel Evans;jacobserica@example.net;Low;Auto;571724;329;41;Natasha Gallagher;Florida
1685;55;2025/01/13;Rejected;Roy Walker;jeffrey46@example.org;Low;Auto;990620;141;45;Brenda Smith;Rhode Island
1272;163;2025/02/15;Pending;Joseph King;kingjeffrey@example.com;High;Life;779568;127;74;Matthew Powers;Texas
1502;76;2025/01/06;Rejected;Megan Clark;cporter@example.org;High;Auto;784644;472;84;Brandon Leonard;Vermont
775;82;2025/01/22;Approved;Anita Campos;allendillon@example.org;Medium;Health;750496;197;63;Sara Phillips;Kentucky
1500;156;2025/01/02;Rejected;Mr. Richard Weber;leah85@example.com;Low;Health;629875;229;97;Jessica Torres;Texas
726;150;2025/01/09;Pending;Nicholas Hernandez;snowashley@example.org;Low;Life;739913;495;48;Miguel Lewis;Oregon
389;4;2025/02/01;Rejected;Amanda Anderson;herreraallison@example.net;High;Health;95940;137;84;Brandon Leonard;Vermont
882;16;2025/01/18;Pending;Kimberly Cobb;rosealyssa@example.com;Medium;Home;220557;68;67;John King;Hawaii
2900;52;2025/01/09;Approved;Richard Williams;matthew21@example.net;Medium;Health;641325;82;67;John King;Hawaii
26;62;2025/01/08;Rejected;Jennifer Williams;nathanielrobinson@example.org;Medium;Health;246755;65;84;Brandon Leonard;Vermont
1983;123;2025/01/23;Rejected;Daniel Moore;tyoung@example.org;Low;Life;738677;319;6;George Mendoza;New Jersey
1703;4;2025/01/25;Rejected;Christopher Weiss;rivasbrittany@example.com;High;Health;95940;137;84;Brandon Leonard;Vermont
2401;171;2025/01/17;Rejected;Kara Smith;swilson@example.net;Low;Health;842685;441;22;Victoria Yang;Massachusetts
2606;146;2025/01/02;Pending;Kristin Arnold;nicole41@example.com;Low;Home;975862;428;3;Joseph Fuller;Missouri
136;93;2025/01/22;Pending;Glenn Joyce;lesliecarey@example.com;Low;Home;408049;312;44;Brittany Norris;Louisiana
1443;108;2025/01/13;Pending;Elizabeth Martin;ryanblake@example.org;Low;Auto;963712;238;12;Tamara Blevins;Indiana
2448;28;2025/01/02;Approved;Sherry Brown;kirbyjason@example.org;High;Auto;697016;180;45;Brenda Smith;Rhode Island
2594;178;2025/02/04;Approved;Andrew Jones;lopezerika@example.com;Low;Auto;800620;90;49;Sheila Suarez;Hawaii
388;143;2025/01/07;Rejected;Deborah Johnson;april77@example.com;High;Health;784891;382;29;Heather Ellis;Minnesota
1188;157;2025/02/04;Approved;John Cummings;kiaratyler@example.com;Medium;Life;945694;440;2;Cindy Lewis;Montana
712;74;2025/02/04;Rejected;Robert Jefferson;richardsnicholas@example.org;High;Home;938081;246;22;Victoria Yang;Massachusetts
2009;153;2025/01/15;Approved;Brian Kelly;jessicawood@example.net;High;Auto;462655;288;89;Lisa Wilson;Arizona
1802;48;2025/01/30;Approved;Amy Wiley;lwells@example.net;Low;Health;878418;75;17;Paul Lopez;Maine
1217;183;2025/01/12;Pending;Christine Simon;snydersherri@example.org;Low;Auto;321466;299;61;Brenda Stone;New Jersey
1509;154;2025/01/20;Approved;Lisa Jackson;katherine98@example.com;Low;Health;557725;470;85;Lindsay Dyer;Illinois
2740;99;2025/02/09;Approved;Susan Sellers;rgomez@example.org;Medium;Home;978111;437;2;Cindy Lewis;Montana
2128;8;2025/01/19;Pending;Crystal Koch;espinozascott@example.com;High;Life;118566;73;49;Sheila Suarez;Hawaii
1247;188;2025/01/22;Approved;Victoria Thomas;cherylramirez@example.com;Low;Health;681662;206;62;Richard Perez;Oklahoma
1301;22;2025/02/03;Rejected;Keith Williams;jason53@example.com;Low;Home;436284;254;37;Mary Lin;New Jersey
542;12;2025/02/12;Pending;Ruth May;nicolemunoz@example.net;Low;Health;424279;58;39;Robert Meyer;Virginia
2848;9;2025/01/08;Rejected;Ashley Brooks;robinrivera@example.org;Medium;Auto;26044;206;65;Adam Payne;Florida
1593;181;2025/02/21;Pending;Matthew Walker;christopherarnold@example.net;Medium;Home;688656;409;91;Crystal Oconnor;Kentucky
962;28;2025/02/19;Pending;Cassidy King;michaelcochran@example.org;Low;Auto;697016;180;45;Brenda Smith;Rhode Island
109;107;2025/02/10;Approved;Stephanie Thomas;benjaminjeanette@example.net;Low;Life;234951;170;16;Pamela Garcia;New Mexico
1226;123;2025/01/20;Rejected;William Rodriguez;paulbrown@example.net;Low;Life;738677;319;6;George Mendoza;New Jersey
472;157;2025/01/09;Approved;David Hall;wellswilliam@example.com;High;Life;945694;440;2;Cindy Lewis;Montana
2232;62;2025/01/12;Pending;Joseph Padilla;sglover@example.com;Medium;Health;246755;65;84;Brandon Leonard;Vermont
1752;193;2025/01/26;Rejected;Kayla Evans;richardsmason@example.com;Medium;Health;913736;499;75;Patrick Owens;Florida
2255;114;2025/01/17;Approved;Sharon Ford;suzanne11@example.org;Medium;Life;151208;405;74;Matthew Powers;Texas
1824;103;2025/02/08;Pending;Michael Sanchez;kayleemeyers@example.net;High;Home;493451;119;16;Pamela Garcia;New Mexico
1177;3;2025/02/02;Rejected;Adrian Simpson;margaretking@example.net;Low;Life;811273;85;14;Michael Hall;Arkansas
2559;125;2025/01/11;Pending;Jeffrey Mitchell;kinganthony@example.org;High;Life;972584;250;53;Susan Hernandez;Georgia
198;5;2025/01/13;Pending;Leslie Rodriguez;greentina@example.org;Low;Auto;105400;235;84;Brandon Leonard;Vermont
1539;55;2025/01/03;Approved;Michael Torres;moorejames@example.org;Medium;Auto;990620;141;45;Brenda Smith;Rhode Island
2807;173;2025/02/01;Approved;Mark Black;masseykathryn@example.com;High;Auto;184919;288;45;Brenda Smith;Rhode Island
1574;28;2025/01/10;Rejected;Angela Thompson;mjackson@example.net;High;Auto;697016;180;45;Brenda Smith;Rhode Island
2431;36;2025/02/22;Approved;Veronica Jackson;lmills@example.org;Medium;Auto;609422;443;47;Angela Gibson;Minnesota
2566;155;2025/01/30;Pending;Melissa Alexander;shannonlawrence@example.com;Medium;Auto;912340;183;63;Sara Phillips;Kentucky
482;18;2025/02/10;Approved;Christopher Kelly;dleon@example.net;Medium;Life;654277;305;32;Sean Allen MD;South Dakota
1259;135;2025/02/19;Pending;Jeremy Wright;robertsashley@example.com;High;Auto;589150;61;83;Cody Ford;Alabama
2363;27;2025/02/20;Rejected;Robert Trujillo;hsanchez@example.com;Low;Auto;442128;156;24;Andre Hall;Oregon
2967;53;2025/01/30;Rejected;Anthony Lambert;ysalazar@example.org;Low;Home;975680;100;25;Alan Stafford;Hawaii
2175;121;2025/02/12;Approved;Kelli Clark;hernandezamber@example.org;Low;Life;329118;265;19;Dawn Kelly;Pennsylvania
136;20;2025/02/01;Pending;Glenn Joyce;lesliecarey@example.com;Low;Auto;365216;67;54;Michael Taylor;Wyoming
664;191;2025/01/31;Pending;Tina Black;christinawalsh@example.net;Low;Health;218222;190;74;Matthew Powers;Texas
1093;30;2025/02/04;Rejected;Terry Gomez;danielherring@example.org;Medium;Life;858359;114;66;Ronald Hampton;California
1373;4;2025/01/03;Rejected;Christopher Hunter;douglasking@example.net;Medium;Health;95940;137;84;Brandon Leonard;Vermont
2697;145;2025/01/01;Approved;Karen White;harrisgavin@example.net;Medium;Life;130649;367;88;Thomas Crawford;Indiana
1576;32;2025/02/20;Rejected;Jennifer Peterson;sabrina72@example.org;Low;Life;478059;462;70;Gregory Allison;Tennessee
1117;41;2025/02/02;Rejected;Robert Richardson;rebeccafisher@example.org;High;Health;807805;148;23;Ryan Taylor;New Jersey
63;117;2025/02/22;Approved;Joseph Dixon;williambanks@example.com;Low;Home;479906;249;35;Tyler Velez;Tennessee
2870;90;2025/01/09;Approved;Daniel Perry;wendy35@example.org;Medium;Life;647050;182;37;Mary Lin;New Jersey
2190;61;2025/02/02;Pending;Kevin Logan;bdelgado@example.org;High;Home;239654;449;3;Joseph Fuller;Missouri
1718;34;2025/02/16;Rejected;David Nguyen;nelsonholly@example.net;Low;Life;84266;395;63;Sara Phillips;Kentucky
1468;141;2025/02/04;Rejected;Alison Pratt;tmendez@example.org;High;Life;978508;385;52;Jack Freeman;North Dakota
1282;86;2025/01/04;Approved;Angela Jimenez;ryanjones@example.org;High;Life;12247;379;52;Jack Freeman;North Dakota
2228;161;2025/02/20;Pending;Jeffery Campbell;betty90@example.org;Medium;Life;296579;122;87;Kirk Smith;Michigan
605;108;2025/01/16;Approved;Juan Wiggins;colleenruiz@example.org;Low;Auto;963712;238;12;Tamara Blevins;Indiana
342;184;2025/02/04;Pending;Melissa Montoya;beckeremma@example.net;High;Health;261937;114;44;Brittany Norris;Louisiana
485;30;2025/01/13;Pending;Daniel Byrd;bryce39@example.com;Low;Life;858359;114;66;Ronald Hampton;California
1540;10;2025/02/08;Rejected;Carlos Hill;rowecheryl@example.com;Medium;Home;290745;401;7;Heather Burgess;Montana
184;130;2025/02/04;Approved;Michael Perry;adamsanthony@example.com;High;Home;416605;420;96;Michael Fischer;Wisconsin
1947;27;2025/02/22;Pending;Darrell Bruce;knightcrystal@example.net;Medium;Auto;442128;156;24;Andre Hall;Oregon
1036;153;2025/02/20;Pending;Judy Hill;jgardner@example.com;Medium;Auto;462655;288;89;Lisa Wilson;Arizona
499;30;2025/01/06;Pending;Jennifer Rivera;joshua37@example.org;Medium;Life;858359;114;66;Ronald Hampton;California
2269;166;2025/01/16;Approved;Sarah Wade;ssmith@example.net;High;Life;237123;171;2;Cindy Lewis;Montana
837;100;2025/01/06;Rejected;Jackson Robertson;james11@example.org;High;Auto;820964;181;9;Michelle Allison;Connecticut
1424;144;2025/01/15;Approved;Marcus Gonzales;gail48@example.org;Low;Health;303313;307;60;Renee Ruiz;New Jersey
853;56;2025/02/15;Approved;David Campos;xarnold@example.org;Low;Auto;301105;352;64;Katherine Joseph;Texas
330;177;2025/02/02;Approved;Rebecca Poole;whitneycarson@example.net;High;Life;572504;337;90;Bryan Delgado;Missouri
678;63;2025/02/22;Approved;Michelle Gaines;morenomichael@example.com;Low;Health;78126;55;61;Brenda Stone;New Jersey
1165;94;2025/02/05;Approved;Gregory Wilson;terrencedudley@example.net;High;Auto;203316;357;98;Kim Williams;Maryland
1605;15;2025/02/03;Approved;Andrew Campbell;dduffy@example.net;Medium;Health;897735;222;22;Victoria Yang;Massachusetts
1311;185;2025/01/17;Rejected;Roy Bailey;tparker@example.net;Low;Life;970588;477;63;Sara Phillips;Kentucky
1389;84;2025/02/06;Approved;Jennifer Bates;doris71@example.org;Low;Auto;156331;195;67;John King;Hawaii
1831;171;2025/01/16;Pending;Chelsea Wilson;adam55@example.org;Low;Health;842685;441;22;Victoria Yang;Massachusetts
2903;28;2025/02/15;Rejected;James Carroll;orozcomichael@example.net;High;Auto;697016;180;45;Brenda Smith;Rhode Island
2566;53;2025/02/01;Rejected;Melissa Alexander;shannonlawrence@example.com;Medium;Home;975680;100;25;Alan Stafford;Hawaii
1793;184;2025/01/19;Rejected;Brittany Maynard;james96@example.org;Medium;Health;261937;114;44;Brittany Norris;Louisiana
376;147;2025/01/22;Approved;Jennifer Wright;robertgray@example.net;Medium;Life;486364;328;23;Ryan Taylor;New Jersey
1094;25;2025/01/23;Rejected;Joseph Henderson;james49@example.com;Low;Health;595655;310;82;Alicia Butler;Maine
1296;31;2025/02/13;Approved;Michelle Love;clarence83@example.org;Medium;Auto;391814;495;4;Krista Oliver;Maryland
174;92;2025/02/21;Approved;Christopher Murray;anna81@example.net;Low;Auto;64224;460;57;Stephen Lucas;Iowa
2532;87;2025/01/12;Pending;Karen Kennedy;theodore72@example.com;High;Home;528415;212;1;Benjamin Nunez;Nevada
2291;192;2025/01/22;Pending;Valerie Little;parsonsstephen@example.com;Low;Home;672241;331;37;Mary Lin;New Jersey
319;31;2025/02/12;Pending;Karl Henderson;lanecindy@example.net;Medium;Auto;391814;495;4;Krista Oliver;Maryland
569;110;2025/02/22;Approved;Wendy Franco;joshua54@example.net;High;Auto;884611;365;18;Crystal Roth;Pennsylvania
1356;19;2025/01/29;Approved;Katie Cruz;donald06@example.net;High;Auto;719358;292;86;Christina Thompson;Oklahoma
865;179;2025/01/18;Approved;Mary Chapman;mbruce@example.net;High;Auto;285534;213;30;Cheryl Jones;Michigan
1390;106;2025/02/21;Rejected;Andrea Dean;bryan@example.org;Low;Auto;778796;268;55;Sheri White;Vermont
2379;117;2025/01/30;Pending;Marc Brown;copelandgregory@example.org;High;Home;479906;249;35;Tyler Velez;Tennessee
314;84;2025/01/05;Approved;Mr. Jose Riley MD;yboyd@example.org;Low;Auto;156331;195;67;John King;Hawaii
1874;168;2025/02/02;Approved;Marcus Owens;mfitzpatrick@example.net;Medium;Health;833886;54;100;Linda Glenn;Georgia
120;36;2025/01/26;Pending;Karen Bush;josephstewart@example.com;High;Auto;609422;443;47;Angela Gibson;Minnesota
2190;28;2025/01/29;Pending;Kevin Logan;bdelgado@example.org;High;Auto;697016;180;45;Brenda Smith;Rhode Island
1885;71;2025/02/09;Approved;Linda Diaz;adamsmatthew@example.com;Medium;Auto;648618;406;78;Joseph Johnson;Illinois
1833;15;2025/01/26;Rejected;William Hernandez;clarkmichael@example.com;Medium;Health;897735;222;22;Victoria Yang;Massachusetts
1451;139;2025/01/08;Approved;Tyler Brown;richard95@example.net;Low;Home;976449;423;34;Mrs. Jamie King MD;Hawaii
1922;60;2025/02/08;Rejected;Kristy Young;michaelbowman@example.net;High;Life;273954;448;40;Olivia Coffey;Louisiana
2632;62;2025/02/03;Approved;Christopher Watson;padams@example.org;High;Health;246755;65;84;Brandon Leonard;Vermont
2299;124;2025/02/08;Rejected;John Patrick;igonzalez@example.net;High;Health;729980;57;85;Lindsay Dyer;Illinois
886;81;2025/02/10;Rejected;Kimberly Baker;ashley33@example.com;High;Auto;368167;219;88;Thomas Crawford;Indiana
2777;123;2025/02/17;Approved;Matthew Jones;steven06@example.com;High;Life;738677;319;6;George Mendoza;New Jersey
1535;24;2025/01/10;Approved;Parker Brown;lopezlaura@example.net;Low;Health;316573;485;79;Julie Best;Arkansas
1785;5;2025/01/01;Approved;Brian Hernandez;websterlaura@example.net;High;Auto;105400;235;84;Brandon Leonard;Vermont
2119;132;2025/02/03;Rejected;Nicholas Weaver;uhoover@example.net;High;Health;405816;409;42;Jessica Lopez;Tennessee
2625;152;2025/01/23;Pending;Garrett Lee;antonio57@example.org;High;Auto;75331;326;99;Meagan Martin;Idaho
1046;53;2025/02/20;Pending;John White;briannahudson@example.net;Medium;Home;975680;100;25;Alan Stafford;Hawaii
128;157;2025/01/15;Approved;Gordon Austin;alicia84@example.org;Low;Life;945694;440;2;Cindy Lewis;Montana
1201;131;2025/02/16;Approved;Ryan Herrera;ryanwilson@example.org;High;Home;166118;226;35;Tyler Velez;Tennessee
1145;102;2025/01/16;Pending;Dana Coleman;jeff47@example.com;Medium;Health;768917;427;67;John King;Hawaii
2210;81;2025/01/21;Pending;Kimberly Matthews;christine86@example.org;High;Auto;368167;219;88;Thomas Crawford;Indiana
581;174;2025/01/15;Pending;Mathew Gutierrez;jwheeler@example.org;High;Life;693406;277;52;Jack Freeman;North Dakota
951;25;2025/01/16;Rejected;Anna Smith;williamserica@example.net;High;Health;595655;310;82;Alicia Butler;Maine
1138;119;2025/02/11;Rejected;Nicole Hernandez;richardtaylor@example.com;High;Auto;402757;367;43;Sherry Christian;Maryland
583;69;2025/01/25;Pending;Danielle Casey;mcdonaldkaitlyn@example.net;Medium;Auto;243977;467;91;Crystal Oconnor;Kentucky
116;30;2025/02/02;Rejected;Sean Munoz;sarah29@example.net;Low;Life;858359;114;66;Ronald Hampton;California
259;179;2025/01/27;Rejected;Susan Bryant;melanie90@example.net;Medium;Auto;285534;213;30;Cheryl Jones;Michigan
680;75;2025/01/16;Approved;Kimberly Mcgee;xwallace@example.org;High;Life;239517;236;66;Ronald Hampton;California
1126;100;2025/01/06;Approved;Daniel Tapia;lisatorres@example.org;High;Auto;820964;181;9;Michelle Allison;Connecticut
2031;174;2025/02/02;Rejected;Rebecca Smith;johnsonsamuel@example.net;Medium;Life;693406;277;52;Jack Freeman;North Dakota
1463;76;2025/01/30;Pending;Shirley Walker;parkchelsey@example.net;Low;Auto;784644;472;84;Brandon Leonard;Vermont
2867;19;2025/01/07;Approved;Eric Johnson;davislinda@example.net;Medium;Auto;719358;292;86;Christina Thompson;Oklahoma
2021;161;2025/01/22;Pending;Daniel Greene;shawn85@example.org;Low;Life;296579;122;87;Kirk Smith;Michigan
1614;145;2025/01/03;Rejected;Anthony Clark;awebb@example.com;Low;Life;130649;367;88;Thomas Crawford;Indiana
806;185;2025/01/04;Pending;Paul Frey;dsharp@example.net;Medium;Life;970588;477;63;Sara Phillips;Kentucky
1217;136;2025/02/07;Pending;Christine Simon;snydersherri@example.org;Low;Auto;830506;273;95;Lori Richardson;Montana
2390;11;2025/02/08;Approved;Jeremy Clay;michellereed@example.org;High;Life;878953;78;24;Andre Hall;Oregon
2887;193;2025/02/21;Rejected;Gerald Harris;bairdsara@example.net;Low;Health;913736;499;75;Patrick Owens;Florida
2790;167;2025/02/13;Rejected;Dr. Dakota Terry;heather72@example.org;Low;Home;947013;459;75;Patrick Owens;Florida
2866;175;2025/02/09;Rejected;Allison Caldwell;klopez@example.net;Low;Auto;374112;320;33;Shannon Oliver;Arizona
1948;70;2025/01/02;Approved;Michael Roberts;martinmichael@example.org;Medium;Home;46223;490;60;Renee Ruiz;New Jersey
2904;24;2025/01/09;Rejected;Jesse Garrett;rachel48@example.net;High;Health;316573;485;79;Julie Best;Arkansas
1162;174;2025/01/30;Pending;Kirsten Hernandez;djones@example.net;Medium;Life;693406;277;52;Jack Freeman;North Dakota
2374;171;2025/02/17;Approved;Melissa Moore;lbrown@example.com;Low;Health;842685;441;22;Victoria Yang;Massachusetts
974;84;2025/01/30;Rejected;Jane Day;bvalencia@example.net;Medium;Auto;156331;195;67;John King;Hawaii
2298;23;2025/01/17;Pending;Timothy Rodgers;hernandezcharles@example.com;High;Health;641305;87;51;Janet Mcdonald;Idaho
974;60;2025/02/02;Pending;Jane Day;bvalencia@example.net;Medium;Life;273954;448;40;Olivia Coffey;Louisiana
2895;121;2025/01/18;Pending;Chad Young;alexis57@example.com;Medium;Life;329118;265;19;Dawn Kelly;Pennsylvania
1035;195;2025/01/13;Rejected;George Norris;smunoz@example.com;Low;Auto;392305;179;65;Adam Payne;Florida
2283;42;2025/02/08;Approved;Madeline Smith;kwilliams@example.org;High;Auto;445958;287;6;George Mendoza;New Jersey
520;191;2025/01/09;Rejected;Nathaniel Fisher;makaylalloyd@example.org;Low;Health;218222;190;74;Matthew Powers;Texas
1286;189;2025/02/02;Pending;Patricia Smith DDS;parkerlisa@example.org;Medium;Life;950943;375;26;Theresa Goodwin;North Carolina
1448;117;2025/02/07;Pending;Patricia Brown;christopher80@example.org;Medium;Home;479906;249;35;Tyler Velez;Tennessee
1595;140;2025/02/12;Pending;Amanda Jones;braunchristopher@example.net;Low;Home;640213;379;80;Jason Barry;Missouri
2553;83;2025/02/16;Rejected;Brenda Andrews;plozano@example.net;Medium;Auto;42477;176;44;Brittany Norris;Louisiana
635;116;2025/01/18;Pending;Sophia Walker;zcohen@example.net;Medium;Life;914490;144;95;Lori Richardson;Montana
1063;156;2025/02/11;Rejected;Mark Simmons;nicolelindsey@example.org;Low;Health;629875;229;97;Jessica Torres;Texas
1800;103;2025/01/13;Approved;Thomas Harris;hannahcastro@example.net;High;Home;493451;119;16;Pamela Garcia;New Mexico
1603;110;2025/02/05;Approved;Julie Berg;rebekah21@example.com;Low;Auto;884611;365;18;Crystal Roth;Pennsylvania
285;82;2025/02/01;Pending;Alexis Anderson;edward12@example.org;High;Health;750496;197;63;Sara Phillips;Kentucky
2481;12;2025/01/14;Rejected;George Green;teresadavis@example.com;Low;Health;424279;58;39;Robert Meyer;Virginia
1559;117;2025/02/15;Pending;Victoria Thomas;melissa13@example.net;Low;Home;479906;249;35;Tyler Velez;Tennessee
64;169;2025/01/11;Approved;Ashley Chang;leejoseph@example.com;Low;Life;870931;325;53;Susan Hernandez;Georgia
1715;194;2025/01/27;Approved;Haley Johnson;benjaminemily@example.com;Medium;Life;882592;419;4;Krista Oliver;Maryland
1053;16;2025/01/08;Rejected;Michelle Roach;newmanricky@example.com;Low;Home;220557;68;67;John King;Hawaii
2336;168;2025/02/14;Pending;Michael Harrison;butlerdanny@example.com;Low;Health;833886;54;100;Linda Glenn;Georgia
1555;152;2025/01/21;Approved;Jeremy Frey;debra13@example.com;Low;Auto;75331;326;99;Meagan Martin;Idaho
2761;137;2025/01/30;Approved;Heather Perez;smithcatherine@example.com;Low;Health;903479;308;15;Bryan Summers;Virginia
2023;77;2025/01/07;Pending;Miguel Valencia;plittle@example.com;High;Auto;402184;238;6;George Mendoza;New Jersey
988;121;2025/02/08;Approved;Nicholas Jones;bettygonzalez@example.org;Low;Life;329118;265;19;Dawn Kelly;Pennsylvania
1588;72;2025/01/17;Pending;Courtney Villa;ethan35@example.net;High;Life;365909;413;41;Natasha Gallagher;Florida
1856;101;2025/02/18;Pending;Walter Morris;qdixon@example.com;Low;Health;914980;493;24;Andre Hall;Oregon
1931;78;2025/01/05;Rejected;Leroy Robinson;adkinsmichael@example.org;Low;Life;233269;138;98;Kim Williams;Maryland
1365;27;2025/01/17;Pending;Dr. Julia Hess DDS;cooperjudy@example.org;Low;Auto;442128;156;24;Andre Hall;Oregon
2274;47;2025/01/15;Approved;Tiffany Williams;gary58@example.net;Low;Life;872316;416;15;Bryan Summers;Virginia
1290;120;2025/02/22;Approved;Leslie Shelton;richard94@example.org;Medium;Auto;476608;128;73;James Krause;Louisiana
233;7;2025/01/11;Approved;Christina Nicholson;kevinharris@example.com;Low;Health;92683;373;3;Joseph Fuller;Missouri
203;12;2025/01/10;Approved;Kristen Wu;gconway@example.org;Medium;Health;424279;58;39;Robert Meyer;Virginia
1964;154;2025/02/20;Pending;Robert Gilbert;melissashepard@example.org;High;Health;557725;470;85;Lindsay Dyer;Illinois
1050;133;2025/01/06;Pending;Megan Payne;christinearnold@example.com;Low;Life;241299;292;47;Angela Gibson;Minnesota
1727;133;2025/01/19;Rejected;Michael Leon;william67@example.com;Low;Life;241299;292;47;Angela Gibson;Minnesota
2306;67;2025/01/04;Pending;William Moon;debra16@example.com;Low;Life;722643;165;22;Victoria Yang;Massachusetts
548;55;2025/02/16;Rejected;Lindsay Martinez;kim20@example.com;Low;Auto;990620;141;45;Brenda Smith;Rhode Island
901;25;2025/01/07;Pending;Eric Hall;sean17@example.net;Medium;Health;595655;310;82;Alicia Butler;Maine
2902;82;2025/02/11;Rejected;Tyler Dixon;carrie70@example.net;High;Health;750496;197;63;Sara Phillips;Kentucky
1807;193;2025/02/19;Rejected;Melissa Spears;laurareese@example.org;Medium;Health;913736;499;75;Patrick Owens;Florida
2832;192;2025/01/25;Rejected;Aaron Coleman;sara57@example.com;Low;Home;672241;331;37;Mary Lin;New Jersey
2856;34;2025/01/12;Approved;Andrea Lopez;raymondvickie@example.net;High;Life;84266;395;63;Sara Phillips;Kentucky
146;8;2025/01/26;Pending;Julie Ortiz;melissa19@example.net;Medium;Life;118566;73;49;Sheila Suarez;Hawaii
2392;18;2025/01/30;Pending;Matthew Hartman;barrerin@example.org;Low;Life;654277;305;32;Sean Allen MD;South Dakota
2693;98;2025/01/22;Rejected;Dr. Kyle Underwood;megan68@example.org;Medium;Auto;60558;248;75;Patrick Owens;Florida
1662;20;2025/02/11;Rejected;Susan Oneal;gloverrobert@example.net;High;Auto;365216;67;54;Michael Taylor;Wyoming
1066;122;2025/02/17;Rejected;Thomas Lindsey;sarah83@example.org;Medium;Home;444523;447;49;Sheila Suarez;Hawaii
1796;128;2025/01/19;Pending;Herbert Burns;emelton@example.net;Low;Life;757566;493;13;Anthony Bailey;Kansas
522;130;2025/02/19;Rejected;Troy Gallagher;kennethhill@example.net;High;Home;416605;420;96;Michael Fischer;Wisconsin
1546;68;2025/01/16;Pending;Samuel Fitzgerald;brianthompson@example.net;Medium;Home;669923;425;82;Alicia Butler;Maine
2253;39;2025/01/12;Rejected;Jack Bishop;randerson@example.net;Low;Home;335206;89;85;Lindsay Dyer;Illinois
462;60;2025/02/12;Pending;Eric Baker;duncanlee@example.com;Medium;Life;273954;448;40;Olivia Coffey;Louisiana
1375;189;2025/01/28;Rejected;Jeffrey Jackson;barbara28@example.net;Medium;Life;950943;375;26;Theresa Goodwin;North Carolina
235;67;2025/01/14;Rejected;Ashley Wright;tina46@example.net;Medium;Life;722643;165;22;Victoria Yang;Massachusetts
165;169;2025/02/10;Approved;Jeremy Nelson;gfranklin@example.net;High;Life;870931;325;53;Susan Hernandez;Georgia
2551;6;2025/01/20;Pending;Charlotte Ball;thomasroman@example.net;Medium;Life;567187;168;3;Joseph Fuller;Missouri
504;160;2025/02/22;Rejected;Julie Blevins;ostein@example.com;High;Health;476851;404;86;Christina Thompson;Oklahoma
164;139;2025/01/04;Rejected;Ernest Glover;mary79@example.com;Medium;Home;976449;423;34;Mrs. Jamie King MD;Hawaii
1144;197;2025/01/12;Pending;Corey Carlson;williamharris@example.org;High;Home;574783;314;62;Richard Perez;Oklahoma
1503;153;2025/02/16;Approved;Phillip Mendez;dbenjamin@example.com;High;Auto;462655;288;89;Lisa Wilson;Arizona
591;145;2025/01/10;Rejected;Laura Cooper;xmoore@example.org;Medium;Life;130649;367;88;Thomas Crawford;Indiana
631;189;2025/02/20;Rejected;Breanna Newman;derekyoung@example.com;High;Life;950943;375;26;Theresa Goodwin;North Carolina
887;186;2025/01/26;Rejected;Bryan Smith;patrick79@example.com;High;Home;761050;271;25;Alan Stafford;Hawaii
832;173;2025/01/29;Rejected;Thomas Mendez;fwhite@example.org;Medium;Auto;184919;288;45;Brenda Smith;Rhode Island
2158;2;2025/01/03;Approved;Tara White;gatesgarrett@example.com;Low;Auto;795120;438;66;Ronald Hampton;California
943;56;2025/01/17;Pending;Gregory Mcfarland;rachel17@example.com;High;Auto;301105;352;64;Katherine Joseph;Texas
1083;128;2025/01/22;Rejected;Brittany Young;cflores@example.com;Low;Life;757566;493;13;Anthony Bailey;Kansas
819;185;2025/01/10;Approved;Ian Garner;xparsons@example.net;High;Life;970588;477;63;Sara Phillips;Kentucky
392;98;2025/01/17;Rejected;Ashley Fry;zwade@example.com;Medium;Auto;60558;248;75;Patrick Owens;Florida
